episode_reward,nb_episode_steps,nb_steps
-81.0,82,172265
-75.0,76,172341
-91.0,92,172433
-76.0,77,172510
-66.0,67,172577
-80.0,81,172658
-77.0,78,172736
-87.0,88,172824
-78.0,79,172903
-95.0,96,172999
-85.0,86,173085
-76.0,77,173162
-125.0,126,173288
-81.0,82,173370
-80.0,81,173451
-81.0,82,173533
-92.0,93,173626
-87.0,88,173714
-85.0,86,173800
-85.0,86,173886
-68.0,69,173955
-76.0,77,174032
-77.0,78,174110
-94.0,95,174205
-76.0,77,174282
-93.0,94,174376
-92.0,93,174469
-69.0,70,174539
-87.0,88,174627
-107.0,108,174735
-115.0,116,174851
-92.0,93,174944
-76.0,77,175021
-87.0,88,175109
-104.0,105,175214
-78.0,79,175293
-87.0,88,175381
-79.0,80,175461
-77.0,78,175539
-88.0,89,175628
-68.0,69,175697
-93.0,94,175791
-68.0,69,175860
-114.0,115,175975
-88.0,89,176064
-86.0,87,176151
-83.0,84,176235
-83.0,84,176319
-80.0,81,176400
-83.0,84,176484
-105.0,106,176590
-98.0,99,176689
-69.0,70,176759
-91.0,92,176851
-83.0,84,176935
-77.0,78,177013
-83.0,84,177097
-78.0,79,177176
-77.0,78,177254
-75.0,76,177330
-91.0,92,177422
-72.0,73,177495
-94.0,95,177590
-92.0,93,177683
-83.0,84,177767
-78.0,79,177846
-81.0,82,177928
-73.0,74,178002
-78.0,79,178081
-92.0,93,178174
-62.0,63,178237
-86.0,87,178324
-71.0,72,178396
-72.0,73,178469
-73.0,74,178543
-81.0,82,178625
-96.0,97,178722
-85.0,86,178808
-81.0,82,178890
-90.0,91,178981
-98.0,99,179080
-92.0,93,179173
-89.0,90,179263
-77.0,78,179341
-82.0,83,179424
-88.0,89,179513
-91.0,92,179605
-80.0,81,179686
-82.0,83,179769
-92.0,93,179862
-77.0,78,179940
-73.0,74,180014
-68.0,69,180083
-82.0,83,180166
-74.0,75,180241
-78.0,79,180320
-98.0,99,180419
-98.0,99,180518
-118.0,119,180637
-110.0,111,180748
-100.0,101,180849
-87.0,88,180937
-76.0,77,181014
-77.0,78,181092
-72.0,73,181165
-80.0,81,181246
-78.0,79,181325
-97.0,98,181423
-89.0,90,181513
-103.0,104,181617
-86.0,87,181704
-75.0,76,181780
-92.0,93,181873
-69.0,70,181943
-76.0,77,182020
-83.0,84,182104
-80.0,81,182185
-77.0,78,182263
-111.0,112,182375
-84.0,85,182460
-88.0,89,182549
-118.0,119,182668
-87.0,88,182756
-86.0,87,182843
-70.0,71,182914
-101.0,102,183016
-115.0,116,183132
-73.0,74,183206
-81.0,82,183288
-62.0,63,183351
-76.0,77,183428
-69.0,70,183498
-77.0,78,183576
-84.0,85,183661
-88.0,89,183750
-77.0,78,183828
-86.0,87,183915
-84.0,85,184000
-89.0,90,184090
-70.0,71,184161
-73.0,74,184235
-81.0,82,184317
-116.0,117,184434
-93.0,94,184528
-84.0,85,184613
-131.0,132,184745
-70.0,71,184816
-93.0,94,184910
-94.0,95,185005
-85.0,86,185091
-69.0,70,185161
-133.0,134,185295
-83.0,84,185379
-82.0,83,185462
-97.0,98,185560
-100.0,101,185661
-90.0,91,185752
-74.0,75,185827
-86.0,87,185914
-107.0,108,186022
-76.0,77,186099
-74.0,75,186174
-80.0,81,186255
-68.0,69,186324
-86.0,87,186411
-80.0,81,186492
-84.0,85,186577
-79.0,80,186657
-84.0,85,186742
-94.0,95,186837
-76.0,77,186914
-67.0,68,186982
-92.0,93,187075
-81.0,82,187157
-74.0,75,187232
-93.0,94,187326
-74.0,75,187401
-80.0,81,187482
-113.0,114,187596
-86.0,87,187683
-69.0,70,187753
-89.0,90,187843
-86.0,87,187930
-80.0,81,188011
-80.0,81,188092
-89.0,90,188182
-97.0,98,188280
-81.0,82,188362
-80.0,81,188443
-62.0,63,188506
-68.0,69,188575
-84.0,85,188660
-91.0,92,188752
-106.0,107,188859
-87.0,88,188947
-162.0,163,189110
-118.0,119,189229
-170.0,171,189400
-74.0,75,189475
-99.0,100,189575
-134.0,135,189710
-73.0,74,189784
-89.0,90,189874
-63.0,64,189938
-79.0,80,190018
-92.0,93,190111
-90.0,91,190202
-120.0,121,190323
-94.0,95,190418
-93.0,94,190512
-95.0,96,190608
-74.0,75,190683
-81.0,82,190765
-97.0,98,190863
-82.0,83,190946
-76.0,77,191023
-119.0,120,191143
-100.0,101,191244
-79.0,80,191324
-160.0,161,191485
-80.0,81,191566
-77.0,78,191644
-70.0,71,191715
-78.0,79,191794
-101.0,102,191896
-86.0,87,191983
-74.0,75,192058
-88.0,89,192147
-101.0,102,192249
-71.0,72,192321
-92.0,93,192414
-93.0,94,192508
-96.0,97,192605
-88.0,89,192694
-80.0,81,192775
-76.0,77,192852
-88.0,89,192941
-80.0,81,193022
-77.0,78,193100
-103.0,104,193204
-87.0,88,193292
-99.0,100,193392
-78.0,79,193471
-84.0,85,193556
-77.0,78,193634
-87.0,88,193722
-140.0,141,193863
-97.0,98,193961
-84.0,85,194046
-71.0,72,194118
-79.0,80,194198
-77.0,78,194276
-103.0,104,194380
-81.0,82,194462
-81.0,82,194544
-85.0,86,194630
-77.0,78,194708
-128.0,129,194837
-90.0,91,194928
-88.0,89,195017
-76.0,77,195094
-93.0,94,195188
-76.0,77,195265
-93.0,94,195359
-84.0,85,195444
-98.0,99,195543
-77.0,78,195621
-89.0,90,195711
-113.0,114,195825
-81.0,82,195907
-63.0,64,195971
-90.0,91,196062
-98.0,99,196161
-78.0,79,196240
-107.0,108,196348
-82.0,83,196431
-95.0,96,196527
-83.0,84,196611
-109.0,110,196721
-111.0,112,196833
-78.0,79,196912
-116.0,117,197029
-79.0,80,197109
-98.0,99,197208
-68.0,69,197277
-87.0,88,197365
-79.0,80,197445
-75.0,76,197521
-86.0,87,197608
-103.0,104,197712
-95.0,96,197808
-75.0,76,197884
-81.0,82,197966
-87.0,88,198054
-109.0,110,198164
-112.0,113,198277
-83.0,84,198361
-97.0,98,198459
-92.0,93,198552
-76.0,77,198629
-91.0,92,198721
-81.0,82,198803
-84.0,85,198888
-79.0,80,198968
-104.0,105,199073
-69.0,70,199143
-88.0,89,199232
-80.0,81,199313
-117.0,118,199431
-99.0,100,199531
-73.0,74,199605
-89.0,90,199695
-71.0,72,199767
-85.0,86,199853
-79.0,80,199933
-63.0,64,199997
